Ancestor?,Scan date,Nr,Name,Nickname,Gender,Level,possibleLevels,CP,HP,Dust cost,Overall appraisal,ATT max?,DEF max?,HP max?,Stats appraisal,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Special move,Special move 2,DPS,Box,Custom1,Custom2,Saved,Form,Egg,Lucky
0,9/28/19 8:21:28 PM,200,Misdreavus,Ø45Misd✞100A,♀,6.0,6.0,289,51,600,?,0,0,0,?,37.8,45.5,53.3,7.6,7.8,5.1,0,Hex,Ominous Wind,- ,7.5,Eevo,,,1,199,0,1
0,9/28/19 8:20:58 PM,13,Weedle,Ø43Wee⁂○100F,♀,19.0,19.0,201,72,2500,?,0,0,0,?,37.8,43.1,51.1,7.5,7.3,4.6,0,Bug Bite,Struggle,- ,4.7,Eevo,,,1,12,0,1
0,9/28/19 8:20:25 PM,1,Bulbasaur,Ø64Bulb❁100A,♂,29.0,29.0,833,102,5000,?,0,0,0,?,57.8,63.9,71.1,5.3,8.8,14.8,0,Vine Whip,Power Whip,- ,15.9,Eevo,,,1,581,0,1
0,9/28/19 8:19:21 PM,175,Togepi,Ø79Tog♨♡100A,♂,20.0,20.0,356,74,2500,?,0,0,0,?,71.1,79.4,88.9,13.1,9.0,13.6,0,Hidden Power Fire,Dazzling Gleam,- ,7.0,Eevo,,,1,174,0,1
0,9/28/19 8:19:17 PM,23,Ekans,Ø82Ekans☠94C,♀,8.0,8.0,200,46,800,?,0,0,0,?,77.8,82.1,86.7,13.3,10.6,13.1,0,Poison Sting,Sludge Bomb,- ,7.4,Eevo,,,1,22,0,1
0,9/28/19 8:19:15 PM,399,Bidoof,96Bidoo○❁94B,♂,11.0,11.0,225,73,1300,?,0,0,0,?,95.6,95.6,95.6,15.0,15.0,13.0,1,Tackle,Grass Knot,- ,6.7,Eevo,,,1,442,0,1
0,9/28/19 8:19:10 PM,19,Rattata Alolan,89Ratta○☪90C,♀,26.0,26.0,532,77,4000,?,0,0,0,?,88.9,88.9,88.9,15.0,13.0,12.0,1,Tackle,Crunch,- ,11.8,Eevo,,,1,397,0,1
0,9/28/19 8:19:07 PM,114,Tangela,Ø86Tange❁92B,♂,20.0,20.0,1254,105,2500,?,0,0,0,?,84.4,85.6,86.7,14.5,10.5,13.5,0,Vine Whip,Solar Beam,- ,19.5,Eevo,,,1,113,0,1
0,9/28/19 8:19:01 PM,161,Sentret,Ø87Sent○⛰76B,♂,2.0,2.0,26,20,200,?,0,0,0,?,77.8,86.6,95.6,13.8,12.3,12.9,0,Quick Attack,Dig,- ,1.8,Eevo,,,1,160,0,1
0,9/28/19 8:18:59 PM,39,Jigglypuff,Ø87Jigg☪⚙72B,♂,21.0,21.0,422,160,3000,?,0,0,0,?,86.7,87.4,88.9,13.3,14.7,11.3,0,Feint Attack,Gyro Ball,- ,7.9,Eevo,,,1,38,0,1
0,9/28/19 8:18:35 PM,52,Meowth Normal,Ø91Meow○☪89A,♂,8.0,8.0,164,50,800,?,0,0,0,?,88.9,91.1,93.3,13.7,12.7,14.6,0,Scratch,Night Slash,- ,5.3,Eevo,,,1,414,0,1
0,9/28/19 8:16:10 PM,325,Spoink,Ø49Spoin⛤87B,♂,30.0,30.0,1016,119,5000,?,0,0,0,?,42.2,49.2,55.6,4.9,8.9,8.4,0,Zen Headbutt,Psybeam,- ,12.8,Eevo,,,1,324,0,1
0,9/28/19 8:14:31 PM,122,Mr. Mime,Ø22Mr. ⛤✞88C,♂,16.0,16.0,891,67,1900,?,0,0,0,?,20.0,22.2,24.4,0.3,3.0,6.7,0,Zen Headbutt,Shadow Ball,- ,15.3,Default,,,1,121,0,1
0,9/28/19 8:14:27 PM,63,Abra,Ø51Abra⛤100A,♂,4.0,4.0,125,26,400,?,0,0,0,?,48.9,50.6,53.3,6.8,5.5,10.5,0,Zen Headbutt,Psyshock,- ,7.8,Eevo,,,1,726,0,1
0,9/28/19 8:14:24 PM,506,Lillipup,Ø72Lill○↯83A,♀,18.0,18.0,442,77,2200,?,0,0,0,?,68.9,72.2,75.6,12.3,11.5,8.7,0,Take Down,Thunderbolt,- ,8.1,Eevo,,,1,774,0,1
0,9/28/19 8:14:21 PM,506,Lillipup,Ø58Lil○↯100B,♂,9.0,9.0,215,51,1000,?,0,0,0,?,55.6,58.0,62.2,13.2,11.8,1.2,0,Tackle,Thunderbolt,- ,6.9,Eevo,,,1,774,0,1
0,9/28/19 8:14:18 PM,10,Caterpie,Ø66Cate○100F,♀,32.0,32.0,345,101,6000,?,0,0,0,?,60.0,65.6,71.1,11.7,9.7,8.2,0,Tackle,Struggle,- ,5.7,Eevo,,,1,9,0,1
0,9/28/19 8:14:12 PM,187,Hoppip,Ø38Hoppi❁92B,♂,16.0,16.0,230,59,1900,?,0,0,0,?,26.7,38.0,48.9,8.8,7.7,0.5,0,Bullet Seed,Seed Bomb,- ,5.8,Eevo,,,1,186,0,1
0,9/28/19 8:14:10 PM,522,Blitzle,#Blitzl44-82,♂,1.0,1.0,11,12,200,?,0,0,0,?,44.4,60.3,82.2,11.1,10.4,5.7,0, - ,- ,- ,0.0,Eevo,,,0,790,0,1
0,9/28/19 8:14:02 PM,522,Blitzle,Ø60Blit○↯99A,♀,1.0,1.0,11,12,200,?,0,0,0,?,44.4,60.3,82.2,11.1,10.4,5.7,0,Quick Attack,Discharge,- ,2.0,Eevo,,,1,790,0,1
0,9/27/19 3:59:42 PM,290,Nincada,Ø90Ninc⁂✈89B,♂,15.0,15.0,322,61,1900,?,0,0,0,?,86.7,90.2,95.6,14.2,11.8,14.6,0,Bug Bite,Aerial Ace,- ,6.3,Favorite,,,1,289,0,1
0,9/27/19 3:59:37 PM,210,Granbull,96Granb☪夫74E,♀,15.0,15.0,1089,113,1900,?,0,0,0,?,95.6,95.6,95.6,15.0,15.0,13.0,1,Bite,Close Combat,- ,15.2,Default,,,1,209,0,1
0,9/27/19 3:59:33 PM,105,Marowak Normal,Ø86Marow⛰97B,♀,15.0,15.0,770,87,1900,?,0,0,0,?,82.2,85.8,91.1,13.8,10.2,14.6,0,Mud-Slap,Earthquake,- ,10.8,Favorite,,,1,428,0,1
0,9/27/19 3:59:30 PM,192,Sunflora,Ø92Sunf❁☠98A,♀,15.0,15.0,904,101,1900,?,0,0,0,?,91.1,92.2,93.3,13.0,13.5,15.0,0,Razor Leaf,Sludge Bomb,- ,16.1,Favorite,,,1,191,0,1
0,9/27/19 3:59:26 PM,270,Lotad,Ø85Lotad☂95D,♀,15.0,15.0,245,69,1900,?,0,0,0,?,82.2,85.1,88.9,13.7,10.1,14.4,0,Water Gun,Bubble Beam,- ,6.3,Eevo,,,1,269,0,1
0,9/27/19 3:59:23 PM,255,Torchic,Ø90Torch♨86A,♂,20.0,20.0,609,84,2500,?,0,0,0,?,88.9,89.6,91.1,13.0,13.7,13.7,0,Ember,Flame Charge,- ,11.4,Favorite,,,1,254,0,1
0,9/27/19 3:59:20 PM,102,Exeggcute,Ø87Exeg❁⛤92C,?,9.0,9.0,292,67,1000,?,0,0,0,?,82.2,86.9,91.1,13.6,11.4,14.1,0,Bullet Seed,Psychic,- ,7.8,Eevo,,,1,101,0,1
0,9/27/19 3:59:17 PM,103,Exeggutor Normal,80Exegg⛤❁94A,♂,29.0,29.0,2440,162,5000,?,0,0,0,?,80.0,80.0,80.0,15.0,11.0,10.0,1,Extrasensory,Solar Beam,- ,29.6,Default,,,1,394,0,1
0,9/27/19 3:59:14 PM,103,Exeggutor Normal,93Exegg⛤100A,♀,29.0,29.0,2472,166,5000,?,0,0,0,?,93.3,93.3,93.3,14.0,13.0,15.0,1,Extrasensory,Psychic,- ,31.3,Favorite,,,1,394,0,1
0,9/27/19 3:59:11 PM,103,Exeggutor Normal,Ø64Exeg⛤❁91A,♂,30.0,30.0,2443,167,5000,?,0,0,0,?,62.2,64.4,66.7,7.0,9.0,13.0,0,Extrasensory,Seed Bomb,- ,28.3,Favorite,,,1,394,0,1
0,9/27/19 3:59:07 PM,102,Exeggcute,Ø86Exegg❁85D,♀,19.0,19.0,623,96,2500,?,0,0,0,?,84.4,85.9,86.7,14.3,13.7,10.7,0,Bullet Seed,Seed Bomb,- ,10.5,Favorite,,,1,101,0,1
0,9/27/19 3:59:04 PM,35,Clefairy,87Clefa⛤○95A,♀,20.0,20.0,648,108,2500,?,0,0,0,?,86.7,86.7,86.7,15.0,14.0,10.0,1,Zen Headbutt,Body Slam,- ,9.5,Eevo,,,1,34,0,1
0,9/27/19 3:58:51 PM,446,Munchlax,Ø83Munc○100A,♂,20.0,20.0,1043,179,2500,?,0,0,0,?,80.0,83.1,86.7,12.4,10.6,14.4,0,Tackle,Body Slam,- ,14.1,Favorite,,,1,489,0,1
0,9/27/19 3:58:47 PM,180,Flaaffy,Ø87Flaaf↯99A,♀,9.0,9.0,380,73,1000,?,0,0,0,?,84.4,86.7,88.9,14.2,12.8,12.0,0,Charge Beam,Discharge,- ,10.1,Eevo,,,1,179,0,1
0,9/27/19 3:58:38 PM,440,Happiny,89Happ○⛤100B,♀,20.0,20.0,208,141,2500,?,0,0,0,?,88.9,88.9,88.9,15.0,13.0,12.0,1,Pound,Psychic,- ,4.0,Favorite,,,1,483,0,1
0,9/27/19 3:58:29 PM,180,Flaaffy,Ø59Flaa↯100A,♀,30.0,30.0,1213,130,5000,?,0,0,0,?,57.8,59.4,62.2,11.3,8.8,6.8,0,Charge Beam,Thunderbolt,- ,18.4,Eevo,,,1,179,0,1
0,9/27/19 3:58:19 PM,107,Hitmonchan,Ø80Hitm⚙↯76D,♂,20.0,20.0,1295,89,2500,?,0,0,0,?,75.6,80.0,84.4,13.0,10.0,13.0,0,Bullet Punch,Thunder Punch,- ,14.8,Favorite,,,1,735,0,1
0,9/27/19 3:58:14 PM,387,Turtwig,Ø88Turt○❁92D,?,20.0,20.0,660,95,2500,?,0,0,0,?,86.7,87.8,88.9,13.5,12.0,14.0,0,Tackle,Seed Bomb,- ,11.8,Favorite,,,1,753,0,1
0,9/27/19 3:58:11 PM,103,Exeggutor Normal,Ø71Exeg⛤❁91A,♂,32.0,32.0,2552,171,6000,?,0,0,0,?,68.9,71.1,73.3,9.8,7.8,14.4,0,Extrasensory,Seed Bomb,- ,29.0,Favorite,,,1,394,0,1
0,9/27/19 3:58:08 PM,287,Slakoth,91Slako○100A,♀,20.0,20.0,561,101,2500,?,0,0,0,?,91.1,91.1,91.1,15.0,11.0,15.0,1,Yawn,Body Slam,- ,7.5,Favorite,,,1,286,0,1
0,9/27/19 3:57:56 PM,184,Azumarill,98Azuma☂❆83B,♀,21.0,21.0,949,146,3000,?,0,0,0,?,97.8,97.8,97.8,15.0,14.0,15.0,1,Bubble,Ice Beam,- ,11.0,Favorite,,,1,183,0,1
0,9/27/19 3:39:03 PM,112,Rhydon,Ø80Rhyd⛰♜98A,♀,20.0,20.0,1769,146,2500,?,0,0,0,?,77.8,80.0,82.2,13.0,10.0,13.0,0,Mud-Slap,Stone Edge,- ,20.0,Favorite,,,1,111,0,1
0,9/27/19 3:39:00 PM,102,Exeggcute,Ø55Exeg⛤❁93A,♀,30.0,30.0,925,117,5000,?,0,0,0,?,51.1,55.1,62.2,11.4,7.8,5.6,0,Confusion,Seed Bomb,- ,14.1,Favorite,,,1,101,0,1
0,9/27/19 3:38:56 PM,181,Ampharos,Ø33Amph↯♜91C,♀,12.0,12.0,885,98,1300,?,0,0,0,?,28.9,33.0,37.8,3.7,5.7,5.5,0,Charge Beam,Power Gem,- ,12.9,Favorite,,,1,180,0,1
0,9/27/19 3:35:19 PM,103,Exeggutor Normal,47Exeggu❁85C,♂,30.0,30.0,2367,168,5000,?,0,0,0,?,46.7,46.7,46.7,2.0,5.0,14.0,1,Bullet Seed,Seed Bomb,- ,25.9,Favorite,,,1,394,0,1
0,9/27/19 3:35:15 PM,229,Houndoom,Ø86Houn☪♨87B,♂,20.0,20.0,1470,116,2500,?,0,0,0,?,84.4,85.6,86.7,11.5,13.0,14.0,0,Snarl,Fire Blast,- ,21.5,Favorite,,,1,684,0,1
0,9/27/19 3:35:11 PM,103,Exeggutor Alolan,Ø67Exe☬❁100A,♀,30.0,30.0,2480,163,5000,?,0,0,0,?,66.7,67.4,68.9,12.7,10.0,7.7,0,Dragon Tail,Solar Beam,- ,30.6,Favorite,,,1,395,0,1
0,9/27/19 3:35:00 PM,122,Mr. Mime,Ø94Mr. M⛤95B,♀,20.0,20.0,1264,80,2500,?,0,0,0,?,93.3,94.4,95.6,14.5,13.0,15.0,0,Zen Headbutt,Psychic,- ,19.9,Favorite,,,1,121,0,1
0,9/27/19 3:34:54 PM,398,Staraptor,Ø73Star✈夫91B,♀,31.0,31.0,2362,155,6000,?,0,0,0,?,71.1,73.3,75.6,10.3,9.7,13.0,0,Wing Attack,Close Combat,- ,24.3,Favorite,,,1,441,0,1
0,9/27/19 3:34:49 PM,381,Latios,82Lati☬⛤100C,♂,25.0,25.0,2660,136,4000,?,0,0,0,?,82.2,82.2,82.2,11.0,12.0,14.0,1,Dragon Breath,Psychic,- ,31.6,Favorite,,,1,380,0,1
0,9/27/19 3:34:42 PM,416,Vespiquen,Ø54Vesp☠♜79B,♀,33.0,33.0,1658,137,7000,?,0,0,0,?,48.9,54.2,62.2,6.4,6.4,11.6,0,Poison Sting,Power Gem,- ,14.4,Favorite,,,1,459,0,1
0,9/27/19 3:34:28 PM,74,Geodude Alolan,Ø73Geodu↯90A,♂,34.0,34.0,1114,100,7000,?,0,0,0,?,68.9,73.3,77.8,10.0,10.0,13.0,0,Volt Switch,Thunderbolt,- ,16.3,Favorite,,,1,419,0,1
0,9/27/19 3:34:23 PM,379,Registeel,Ø78Regis⚙99B,,15.0,15.0,1018,105,1900,?,0,0,0,?,68.9,78.3,86.7,12.5,9.3,13.5,0,Metal Claw,Flash Cannon,- ,11.8,Favorite,,,1,378,0,1
0,9/27/19 3:34:13 PM,91,Cloyster,100Cloys❆99A,♂,1.0,1.0,36,14,200,?,0,0,0,?,100.0,100.0,100.0,15.0,15.0,15.0,1,Ice Shard,Avalanche,- ,3.1,100,,,1,90,0,1
0,9/27/19 3:34:09 PM,133,Eevee,Ø47Eeve○100A,♂,30.0,30.0,829,109,5000,?,0,0,0,?,42.2,47.4,51.1,11.7,5.8,3.8,0,Quick Attack,Swift,- ,11.1,Favorite,,,1,132,0,1
0,9/27/19 3:34:06 PM,371,Bagon,Ø51Bago♨☬81B,♀,31.0,31.0,911,97,6000,?,0,0,0,?,48.9,51.1,53.3,11.3,7.7,4.0,0,Ember,Twister,- ,11.8,Favorite,,,1,370,0,1
0,9/27/19 3:34:03 PM,371,Bagon,71Bago☪♨100B,♀,31.0,31.0,955,97,6000,?,0,0,0,?,71.1,71.1,71.1,13.0,15.0,4.0,1,Bite,Flamethrower,- ,14.6,Favorite,,,1,370,0,1
0,9/27/19 3:33:59 PM,371,Bagon,Ø50Bag☪♨100B,♀,32.0,32.0,911,101,6000,?,0,0,0,?,46.7,50.2,55.6,7.4,6.6,8.6,0,Bite,Flamethrower,- ,14.3,Eevo,,,1,370,0,1
0,9/27/19 3:33:55 PM,371,Bagon,Ø64Bagon♨95A,♂,9.0,9.0,273,54,1000,?,0,0,0,?,60.0,64.3,68.9,10.8,9.5,8.5,0,Ember,Flamethrower,- ,7.4,Favorite,,,1,370,0,1
0,9/27/19 3:33:50 PM,429,Mismagius,Ø88Mism✞100A,♂,20.0,20.0,1466,100,2500,?,0,0,0,?,86.7,88.1,88.9,12.3,13.7,13.7,0,Hex,Shadow Ball,- ,22.8,Favorite,,,1,472,0,1
0,9/27/19 3:33:42 PM,371,Bagon,Ø70Bago♨☪91A,♀,34.0,34.0,989,104,7000,?,0,0,0,?,66.7,70.0,73.3,11.3,10.3,10.0,0,Ember,Crunch,- ,13.5,Favorite,,,1,370,0,1
0,9/27/19 3:33:38 PM,371,Bagon,Ø54Bag☪♨100B,♂,33.0,33.0,934,102,7000,?,0,0,0,?,51.1,54.4,57.8,7.3,8.3,9.0,0,Bite,Flamethrower,- ,14.4,Favorite,,,1,370,0,1
0,9/27/19 3:33:35 PM,371,Bagon,Ø88Bago☪☬86C,♂,4.0,4.0,118,35,400,?,0,0,0,?,86.7,87.8,88.9,14.5,14.1,10.9,0,Bite,Twister,- ,4.4,Favorite,,,1,370,0,1
0,9/27/19 3:33:32 PM,207,Gligar,Ø82Glig✈☪87B,♀,20.0,20.0,1034,105,2500,?,0,0,0,?,77.8,82.2,84.4,13.7,9.7,13.7,0,Wing Attack,Night Slash,- ,11.8,Eevo,,,1,206,0,1
0,9/27/19 3:33:28 PM,73,Tentacruel,Ø74Tent☠❆93B,♀,33.0,33.0,2088,152,7000,?,0,0,0,?,71.1,74.4,77.8,10.0,10.0,13.5,0,Poison Jab,Blizzard,- ,20.0,Favorite,,,1,72,0,1
0,9/27/19 3:33:25 PM,371,Bagon,Ø54Bago♨☬81B,♂,34.0,34.0,954,102,7000,?,0,0,0,?,51.1,53.8,57.8,9.4,7.4,7.4,0,Ember,Twister,- ,12.0,Favorite,,,1,370,0,1
0,9/27/19 3:33:22 PM,371,Bagon,Ø62Bago♨☬81B,♂,33.0,33.0,968,98,7000,?,0,0,0,?,60.0,62.2,64.4,13.0,11.3,3.7,0,Ember,Twister,- ,12.1,Favorite,,,1,370,0,1
0,9/27/19 3:33:16 PM,371,Bagon,Ø84Bagon☪95B,♂,11.0,11.0,350,62,1300,?,0,0,0,?,82.2,84.0,86.7,12.6,12.0,13.2,0,Bite,Crunch,- ,8.3,Favorite,,,1,370,0,1
0,9/27/19 3:33:05 PM,373,Salamence,Ø83Sala☬103A,♀,29.0,29.0,3040,164,5000,?,0,0,0,?,82.2,83.0,84.4,12.3,12.3,12.7,0,Dragon Tail,Outrage,- ,36.8,Favorite,,,1,372,0,1
0,9/27/19 3:32:58 PM,371,Bagon,Ø63Bag☪♨100B,♂,12.0,12.0,367,62,1300,?,0,0,0,?,60.0,63.3,66.7,11.8,9.7,7.1,0,Bite,Flamethrower,- ,9.1,Favorite,,,1,370,0,1
0,9/27/19 3:32:54 PM,396,Starly,96Starl○✈83C,♀,13.0,13.0,264,64,1600,?,0,0,0,?,95.6,95.6,95.6,15.0,14.0,14.0,1,Tackle,Brave Bird,- ,7.1,Favorite,,,1,439,0,1
0,9/27/19 3:32:50 PM,371,Bagon,Ø87Bago♨☪91A,♀,20.0,20.0,641,84,2500,?,0,0,0,?,86.7,86.7,86.7,13.5,12.0,13.5,0,Ember,Crunch,- ,10.8,Favorite,,,1,370,0,1
0,9/27/19 3:32:46 PM,371,Bagon,Ø54Bagon♨95A,♀,33.0,33.0,930,104,7000,?,0,0,0,?,51.1,53.8,57.8,7.4,5.4,11.4,0,Ember,Flamethrower,- ,13.7,Favorite,,,1,370,0,1
0,9/27/19 3:32:43 PM,371,Bagon,Ø59Bago☪☬86C,♂,35.0,35.0,968,105,8000,?,0,0,0,?,57.8,58.5,60.0,5.7,10.3,10.3,0,Bite,Twister,- ,12.4,Favorite,,,1,370,0,1
0,9/27/19 3:32:39 PM,371,Bagon,Ø83Bago♨☬81B,♂,15.0,15.0,475,73,1900,?,0,0,0,?,80.0,83.3,86.7,11.8,11.2,14.5,0,Ember,Twister,- ,8.3,Favorite,,,1,370,0,1
0,9/27/19 3:32:35 PM,371,Bagon,Ø60Bagon☪95B,♂,30.0,30.0,893,103,5000,?,0,0,0,?,55.6,59.6,64.4,6.7,6.5,13.7,0,Bite,Crunch,- ,13.3,Favorite,,,1,370,0,1
0,9/27/19 3:32:30 PM,371,Bagon,Ø61Bag☪♨100B,♀,27.0,27.0,811,97,4500,?,0,0,0,?,57.8,61.3,66.7,8.4,6.7,12.4,0,Bite,Flamethrower,- ,13.5,Favorite,,,1,370,0,1
0,9/27/19 3:32:25 PM,277,Swellow,Ø79Swel✈100B,♀,6.0,6.0,305,53,600,?,0,0,0,?,75.6,78.8,82.2,12.3,11.1,12.0,0,Wing Attack,Sky Attack,- ,11.4,Favorite,,,1,276,0,1
0,9/27/19 3:32:17 PM,460,Abomasnow,Ø93Aboma❆91D,♂,20.0,20.0,1335,132,2500,?,0,0,0,?,91.1,93.3,95.6,14.0,13.5,14.5,0,Powder Snow,Blizzard,- ,16.7,Favorite,,,1,503,0,1
0,9/27/19 3:32:12 PM,74,Geodude Alolan,Ø69Geod↯♜87A,♀,30.0,30.0,1033,97,5000,?,0,0,0,?,62.2,68.9,75.6,9.0,9.0,13.0,0,Volt Switch,Rock Slide,- ,15.1,Favorite,,,1,419,0,1
0,9/27/19 3:32:08 PM,430,Honchkrow,Ø32Honc☪✈78B,♂,2.0,2.0,107,38,200,?,0,0,0,?,26.7,31.7,37.8,4.2,3.7,6.4,0,Snarl,Brave Bird,- ,6.4,Favorite,,,1,473,0,1
0,9/27/19 3:32:04 PM,326,Grumpig,Ø76Grump⛤80B,♂,31.0,31.0,1968,149,6000,?,0,0,0,?,75.6,75.6,75.6,8.0,13.5,12.5,0,Extrasensory,Mirror Coat,- ,18.2,Default,,,1,325,0,1
0,9/27/19 3:31:59 PM,178,Xatu,Ø96Xatu✈✞85B,♀,14.0,14.0,868,88,1600,?,0,0,0,?,95.6,95.6,95.6,14.0,14.5,14.5,0,Air Slash,Ominous Wind,- ,13.1,Favorite,,,1,177,0,1
0,9/27/19 3:31:55 PM,198,Murkrow,Ø47Murkr☪92A,♀,30.0,30.0,1193,120,5000,?,0,0,0,?,46.7,46.7,46.7,7.0,4.0,10.0,0,Feint Attack,Dark Pulse,- ,21.0,Eevo,,,1,197,0,1
0,9/27/19 3:31:52 PM,64,Kadabra,Ø96Kad⛤✞100A,♂,13.0,13.0,759,64,1600,?,0,0,0,?,95.6,95.6,95.6,14.7,14.7,13.7,0,Confusion,Shadow Ball,- ,19.0,Favorite,,,1,729,0,1
0,9/27/19 3:31:46 PM,125,Electabuzz,Ø87Elect↯88B,♀,4.0,4.0,239,45,200,?,0,0,0,?,84.4,87.3,91.1,12.9,12.4,14.0,0,Thunder Shock,Thunder Punch,- ,7.7,Favorite,,,1,124,1,0
0,9/27/19 3:31:41 PM,122,Mr. Mime,Ø64Mr. M⛤78C,♂,35.0,35.0,1955,102,8000,?,0,0,0,?,60.0,64.4,71.1,8.0,6.8,14.3,0,Zen Headbutt,Psybeam,- ,20.2,Favorite,,,1,121,0,1
0,9/27/19 3:31:36 PM,193,Yanma,82Yanma○⁂90B,♂,24.0,24.0,972,114,3500,?,0,0,0,?,82.2,82.2,82.2,12.0,13.0,12.0,1,Quick Attack,Silver Wind,- ,14.6,Favorite,,,1,192,0,1
0,9/27/19 3:31:27 PM,245,Suicune,Ø89Suic⛤☂88A,,15.0,15.0,1265,122,1900,?,0,0,0,?,88.9,88.9,88.9,15.0,13.5,11.5,0,Extrasensory,Bubble Beam,- ,13.7,Favorite,,,1,244,0,1
0,9/27/19 3:31:23 PM,469,Yanmega,Ø69Yanm✈⁂98A,♂,29.0,29.0,2337,152,5000,?,0,0,0,?,66.7,68.9,71.1,12.0,7.0,12.0,0,Wing Attack,Bug Buzz,- ,26.4,Favorite,,,1,512,0,1
0,9/27/19 3:31:18 PM,223,Remoraid,Ø60Remo☂100A,♂,23.0,23.0,550,71,3500,?,0,0,0,?,60.0,60.0,60.0,12.3,14.0,0.7,0,Water Gun,Water Pulse,- ,11.6,Eevo,,,1,222,0,1
0,9/27/19 3:31:15 PM,469,Yanmega,89Yanmeg✈96A,♂,16.0,16.0,1331,112,1900,?,0,0,0,?,88.9,88.9,88.9,15.0,15.0,10.0,1,Wing Attack,Aerial Ace,- ,19.3,Favorite,,,1,512,0,1
0,9/27/19 3:31:05 PM,133,Eevee,Ø60Eeve○⛰93B,?,30.0,30.0,856,111,5000,?,0,0,0,?,57.8,60.4,64.4,13.8,7.0,6.3,0,Tackle,Dig,- ,10.6,Eevo,,,1,132,0,1
0,9/27/19 3:31:00 PM,487,Giratina Origin,Ø77Girat☬87B,,20.0,20.0,2054,175,2500,?,0,0,0,?,75.6,76.7,77.8,13.5,11.5,9.5,0,Dragon Tail,Dragon Pulse,- ,23.2,Favorite,,,1,553,0,1
0,9/27/19 3:30:32 PM,207,Gligar,Ø90Glig✈⛰97A,♂,20.0,20.0,1041,106,2500,?,0,0,0,?,86.7,90.0,93.3,13.0,12.5,15.0,0,Wing Attack,Dig,- ,13.1,Favorite,,,1,206,0,1
0,9/27/19 3:30:27 PM,428,Lopunny,Ø88Lopu夫♨77C,♀,28.0,28.0,1619,124,4500,?,0,0,0,?,84.4,87.8,91.1,14.0,12.5,13.0,0,Low Kick,Fire Punch,- ,15.0,Favorite,,,1,471,0,1
0,9/27/19 3:30:22 PM,205,Forretress,Ø87Forr⁂♜72B,♂,2.0,2.0,99,32,200,?,0,0,0,?,80.0,87.0,93.3,13.9,11.6,13.7,0,Struggle Bug,Rock Tomb,- ,3.4,Favorite,,,1,204,0,1
0,9/27/19 3:30:14 PM,402,Kricketune,Ø84Kric⁂100D,♂,20.0,20.0,917,117,2500,?,0,0,0,?,82.2,83.7,84.4,13.3,12.0,12.3,0,Fury Cutter,X-Scissor,- ,16.4,Favorite,,,1,445,0,1
0,9/27/19 3:30:11 PM,340,Whiscash,Ø62Whis☂❆95B,♀,35.0,35.0,1791,192,8000,?,0,0,0,?,53.3,61.7,66.7,7.5,9.3,11.0,0,Water Gun,Blizzard,- ,17.3,Default,,,1,339,0,1
0,9/27/19 3:30:04 PM,407,Roserade,Ø82Roser❁90B,♂,33.0,33.0,2610,125,7000,?,0,0,0,?,80.0,82.2,84.4,13.0,11.7,12.3,0,Razor Leaf,Solar Beam,- ,30.7,Favorite,,,1,450,0,1
0,9/27/19 3:29:59 PM,139,Omastar,Ø68Omas☂♜92A,♂,28.0,28.0,2104,132,4500,?,0,0,0,?,64.4,67.8,71.1,4.5,11.0,15.0,0,Water Gun,Ancient Power,- ,20.8,Favorite,,,1,138,0,1
0,9/27/19 3:29:55 PM,340,Whiscash,71Whisca⛰97A,♀,30.0,30.0,1694,188,5000,?,0,0,0,?,71.1,71.1,71.1,13.0,4.0,15.0,1,Mud Shot,Mud Bomb,- ,17.8,Default,,,1,339,0,1
0,9/27/19 3:29:52 PM,348,Armaldo,84Armal⁂♜98A,♂,34.0,34.0,2557,144,7000,?,0,0,0,?,84.4,84.4,84.4,15.0,13.0,10.0,1,Struggle Bug,Rock Blast,- ,25.4,Default,,,1,347,0,1
0,9/27/19 3:28:47 PM,290,Nincada,Ø71Ninc○☪84B,♀,15.0,15.0,307,60,1900,?,0,0,0,?,60.0,70.9,80.0,12.2,7.2,12.5,0,Scratch,Night Slash,- ,5.8,Eevo,,,1,289,0,1
0,9/27/19 3:28:38 PM,162,Furret,91Furre○⛰79B,♀,35.0,35.0,1607,161,8000,?,0,0,0,?,91.1,91.1,91.1,14.0,13.0,14.0,1,Quick Attack,Dig,- ,15.7,Favorite,,,1,161,0,1
0,9/27/19 3:28:34 PM,396,Starly,Ø8Starl○✈77C,♂,6.0,6.0,88,39,600,?,0,0,0,?,6.7,8.0,8.9,0.4,0.4,2.8,0,Tackle,Brave Bird,- ,3.8,Eevo,,,1,439,0,1
0,9/27/19 3:28:31 PM,297,Hariyama,87Hariya夫88B,♀,28.0,28.0,2205,224,4500,?,0,0,0,?,86.7,86.7,86.7,11.0,13.0,15.0,1,Counter,Close Combat,- ,26.1,Favorite,,,1,296,0,1
0,9/27/19 3:28:27 PM,66,Machop,Ø79Macho夫95A,♂,15.0,15.0,525,94,1900,?,0,0,0,?,77.8,78.7,80.0,13.0,11.8,10.6,0,Rock Smash,Brick Break,- ,11.5,Eevo,,,1,65,0,1
